id,ident,name,lat,lon,country,municipality
323,\N,Merseburg Airport,51.3630556,11.9408333,Germany,Muehlhausen
324,\N,Halle-Oppin Airport,51.552223,12.053889,Germany,Halle
325,IES,Riesa-Göhlis Airport,51.2936096191,13.3561105728,Germany,Riesa
326,REB,Rechlin-Lärz Airport,53.306388855,12.7522220612,Germany,Rechlin-laerz
327,\N,Strausberg Airport,52.5805549621582,13.916666984558105,Germany,Strausberg
328,QXH,Schönhagen Airport,52.203609,13.156389,Germany,Schoenhagen
329,BBH,Barth Airport,54.338253,12.710515,Germany,Barth
330,\N,Jena-Schöngleina Airfield,50.915279,11.714444,Germany,Jena
331,\N,Kyritz Airport,52.918888092041016,12.425277709960938,Germany,Kyritz
332,ZMG,Magdeburg "City" Airport,52.073612,11.626389,Germany,Magdeburg
333,\N,Rothenburg/Görlitz Airport,51.36333465576172,14.949999809265137,Germany,Rothenburg/ol
334,\N,Anklam Airfield,53.832779,13.668611,Germany,Anklam
335,CBU,Cottbus-Drewitz Airport,51.889442,14.531944,Germany,Cottbus
336,\N,Kamenz Airport,51.29694366455078,14.1274995803833,Germany,Kamenz
337,SXF,Berlin-Schönefeld Airport,52.380001,13.5225,Germany,Berlin
338,DRS,Dresden Airport,51.1328010559082,13.767200469970703,Germany,Dresden
339,ERF,Erfurt Airport,50.979801177978516,10.958100318908691,Germany,Erfurt
340,FRA,Frankfurt am Main Airport,50.033333,8.570556,Germany,Frankfurt
341,FMO,Münster Osnabrück Airport,52.134601593,7.68483018875,Germany,Munster
342,HAM,Hamburg Airport,53.630401611328,9.9882297515869,Germany,Hamburg
343,THF,Berlin-Tempelhof International Airport,52.472999572753906,13.403900146484375,Germany,Berlin
344,CGN,Cologne Bonn Airport,50.8658981323,7.1427397728,Germany,Cologne
345,DUS,Düsseldorf Airport,51.289501,6.76678,Germany,Duesseldorf
346,MUC,Munich Airport,48.353802,11.7861,Germany,Munich
347,NUE,Nuremberg Airport,49.498699,11.078056,Germany,Nuernberg
348,LEJ,Leipzig/Halle Airport,51.423889,12.236389,Germany,Leipzig
349,SCN,Saarbrücken Airport,49.214599609400004,7.10950994492,Germany,Saarbruecken
350,STR,Stuttgart Airport,48.689899444599995,9.22196006775,Germany,Stuttgart
351,TXL,Berlin-Tegel Airport,52.5597,13.2877,Germany,Berlin
352,HAJ,Hannover Airport,52.461101532,9.685079574580001,Germany,Hannover
353,BRE,Bremen Airport,53.0475006104,8.78666973114,Germany,Bremen
354,QEF,Frankfurt-Egelsbach Airport,49.959999,8.645833,Germany,Egelsbach
355,HHN,Frankfurt-Hahn Airport,49.9487,7.26389,Germany,Hahn
356,MHG,Mannheim-City Airport,49.473057,8.514167,Germany,Mannheim
357,\N,Allendorf/Eder Airport,51.03499984741211,8.680832862854004,Germany,Allendorf
358,\N,Worms Airport,49.606945,8.368333,Germany,Worms
359,\N,Mainz-Finthen Airport,49.967499,8.147222,Germany,Mainz
360,EIB,Eisenach-Kindel Airport,50.991604,10.47973,Germany,Eisenach
361,SGE,Siegerland Airport,50.707698822021484,8.082969665527344,Germany,Siegerland
362,XFW,Hamburg-Finkenwerder Airport,53.5352783203125,9.835556030273438,Germany,Hamburg
363,KEL,Kiel-Holtenau Airport,54.37944412231445,10.145277976989746,Germany,Kiel
364,LBC,Lübeck Blankensee Airport,53.8054008484,10.7192001343,Germany,Luebeck
365,\N,Flugplatz Dahlemer Binz,50.405555725,6.5288891792,Germany,Dahlemer Binz
366,\N,Meinerzhagen Airport,51.099998474121094,7.599999904632568,Germany,Meinerzhagen
367,\N,Arnsberg-Menden Airport,51.483890533447266,7.8983330726623535,Germany,Arnsberg
368,ESS,Essen Mulheim Airport,51.40230178833008,6.9373297691345215,Germany,Essen
369,BFE,Bielefeld Airport,51.964722,8.544444,Germany,Bielefeld
370,MGL,Mönchengladbach Airport,51.230278,6.504444,Germany,Moenchengladbach
371,PAD,Paderborn Lippstadt Airport,51.614101409899995,8.616319656369999,Germany,Paderborn
372,\N,Stadtlohn-Vreden Airport,51.99583435058594,6.8405561447143555,Germany,Stadtlohn
373,DTM,Dortmund Airport,51.51829910279999,7.61223983765,Germany,Dortmund
374,AGB,Augsburg Airport,48.425278,10.931667,Germany,Augsburg
375,\N,Biberach a.d. Riß Airfield,48.111111,9.762778,Germany,Biberach
376,\N,Eggenfelden Airport,48.39611053466797,12.723610877990723,Germany,Eggenfelden
377,\N,Mindelheim-Mattsies Airfield,48.106945,10.525,Germany,Mindelheim
378,OBF,Oberpfaffenhofen Airport,48.081402,11.2831,Germany,Oberpfaffenhofen
379,RBM,Straubing Airport,48.90083312988281,12.516667366027832,Germany,Straubing
380,\N,Vilshofen Airport,48.6349983215332,13.195555686950684,Germany,Vilshofen
381,\N,Leutkirch-Unterzeil Airport,47.858890533447266,10.014166831970215,Germany,Leutkirch
382,FDH,Friedrichshafen Airport,47.671298980699994,9.51148986816,Germany,Friedrichshafen
383,SZW,Schwerin Parchim Airport,53.426998,11.7834,Germany,Parchim
384,\N,Stendal-Borstel Airport,52.62888717651367,11.818611145019531,Germany,Stendal
385,\N,Aalen-Heidenheim/Elchingen Airport,48.77777862548828,10.264721870422363,Germany,Aalen-heidenheim
386,BYU,Bayreuth Airport,49.985001,11.64,Germany,Bayreuth
387,URD,Burg Feuerstein Airport,49.794166564941,11.133610725403,Germany,Burg Feuerstein
388,HOQ,Hof-Plauen Airport,50.288612365722656,11.856389045715332,Germany,Hof
389,\N,Haßfurt-Schweinfurt Airport,50.0180549621582,10.529443740844727,Germany,Hassfurt
390,\N,Koblenz-Winningen Airfield,50.325558,7.528611,Germany,Koblenz
391,\N,Trier-Föhren Airport,49.863888,6.7875,Germany,Trier
392,\N,Speyer Airfield,49.304722,8.451389,Germany,Speyer
393,ZQW,Zweibrücken Airport,49.2094,7.40056,Germany,Zweibruecken
394,ZQL,Donaueschingen-Villingen Airport,47.97333145139999,8.52222156525,Germany,Donaueschingen
395,\N,Freiburg i. Br. Airport,48.022777557400005,7.83249998093,Germany,Freiburg
396,\N,Mengen-Hohentengen Airport,48.053890228271484,9.372777938842773,Germany,Mengen
397,\N,Adolf Würth Airport,49.1183319092,9.783888816829998,Germany,Schwaebisch Hall
398,\N,Finsterwalde/Schacksdorf Airport,51.607498,13.743611,Germany,Soest
399,BWE,Braunschweig-Wolfsburg Airport,52.319199,10.5561,Germany,Braunschweig
400,KSF,Kassel-Calden Airport,51.417273,9.384967,Germany,Kassel
401,\N,Hildesheim Airport,52.18138885498047,9.946389198303223,Germany,Hildesheim
402,BRV,Bremerhaven Airport,53.506943,8.572778,Germany,Bremerhaven
403,EME,Emden Airport,53.391109,7.2275,Germany,Emden
404,\N,Leer-Papenburg Airport,53.271942138671875,7.441667079925537,Germany,Leer
405,WVN,Wilhelmshaven-Mariensiel Airport,53.502220153808594,8.05222225189209,Germany,Wilhelmshaven
406,BMK,Borkum Airport,53.59639,6.709167,Germany,Borkum
407,NRD,Norderney Airport,53.70694351196289,7.230000019073486,Germany,Norderney
408,FLF,Flensburg-Schäferhaus Airport,54.77333450317383,9.378889083862305,Germany,Flensburg
409,\N,Rendsburg-Schachtholm Airport,54.220001220703125,9.599444389343262,Germany,Rendsburg
410,GWT,Westerland Sylt Airport,54.9132003784,8.34047031403,Germany,Westerland
411,\N,Ämari Air Base,59.26029968261719,24.208499908447266,Estonia,Armari Air Force Base
412,KDL,Kärdla Airport,58.99079895019531,22.830699920654297,Estonia,Kardla
413,URE,Kuressaare Airport,58.22990036010742,22.50950050354004,Estonia,Kuressaare
414,EPU,Pärnu Airport,58.41899871826172,24.47279930114746,Estonia,Parnu
415,TLL,Lennart Meri Tallinn Airport,59.41329956049999,24.832799911499997,Estonia,Tallinn-ulemiste International
416,TAY,Tartu Airport,58.3074989319,26.690399169900004,Estonia,Tartu
417,ENF,Enontekio Airport,68.362602233887,23.424299240112,Finland,Enontekio
418,\N,Eura Airport,61.1161003112793,22.201400756835938,Finland,Eura
419,KEV,Halli Airport,61.856039,24.786686,Finland,Halli
420,HEM,Helsinki Malmi Airport,60.254600524902344,25.042800903320312,Finland,Helsinki
421,HEL,Helsinki Vantaa Airport,60.317199707031,24.963300704956,Finland,Helsinki
422,\N,Hameenkyro Airport,61.689701080322266,23.073699951171875,Finland,Hameenkyro
423,\N,Hanko Airport,59.848899841308594,23.083599090576172,Finland,Hanko
424,HYV,Hyvinkää Airfield,60.6543998718,24.8810997009,Finland,Hyvinkaa
425,\N,Kiikala Airport,60.4625015259,23.6525001526,Finland,Kikala
426,\N,Immola Airport,61.24919891357422,28.90369987487793,Finland,Immola
427,KTQ,Kitee Airport,62.1661,30.073601,Finland,Kitee
428,IVL,Ivalo Airport,68.607299804688,27.405300140381,Finland,Ivalo
429,JOE,Joensuu Airport,62.662899017334,29.607500076294,Finland,Joensuu
430,JYV,Jyvaskyla Airport,62.399501800537,25.678300857544,Finland,Jyvaskyla
431,KAU,Kauhava Airport,63.127102,23.051399,Finland,Kauhava
432,KEM,Kemi-Tornio Airport,65.778701782227,24.582099914551,Finland,Kemi
433,KAJ,Kajaani Airport,64.285499572754,27.692399978638,Finland,Kajaani
434,KHJ,Kauhajoki Airport,62.4625015259,22.3931007385,Finland,Kauhajoki
435,KOK,Kokkola-Pietarsaari Airport,63.721199035645,23.143100738525,Finland,Kruunupyy
436,\N,Kemijarvi Airport,66.712898,27.156799,Finland,Kemijarvi
437,KAO,Kuusamo Airport,65.987602233887,29.239400863647,Finland,Kuusamo
438,KTT,Kittilä Airport,67.700996398926,24.846799850464,Finland,Kittila
439,KUO,Kuopio Airport,63.007099151611,27.797800064087,Finland,Kuopio
440,QLF,Lahti Vesivehmaa Airport,61.144199,25.693501,Finland,Vesivehmaa
441,LPP,Lappeenranta Airport,61.044601,28.144743,Finland,Lappeenranta
442,MHQ,Mariehamn Airport,60.122200012207,19.898199081421,Finland,Mariehamn
443,\N,Menkijarvi Airport,62.94670104980469,23.51889991760254,Finland,Menkijarvi
444,MIK,Mikkeli Airport,61.6866,27.201799,Finland,Mikkeli
445,\N,Nummela Airport,60.333900451699996,24.2964000702,Finland,Nummela
446,OUL,Oulu Airport,64.930099487305,25.354600906372,Finland,Oulu
447,\N,Piikajarvi Airport,61.245601654052734,22.19339942932129,Finland,Piikajarvi
448,POR,Pori Airport,61.461700439453,21.799999237061,Finland,Pori
449,\N,Pudasjärvi Airport,65.4021987915,26.946899414100002,Finland,Pudasjarvi
450,\N,Pyhäsalmi Airport,63.7318992615,25.926300048799998,Finland,Pyhasalmi
451,\N,Raahe Pattijoki Airport,64.6881027222,24.6958007812,Finland,Pattijoki
452,\N,Rantasalmi Airport,62.0654983521,28.3565006256,Finland,Rantasalmi
453,RVN,Rovaniemi Airport,66.564796447754,25.830400466919,Finland,Rovaniemi
454,\N,Rayskala Airport,60.74470138549805,24.107799530029297,Finland,Rayskala
455,SVL,Savonlinna Airport,61.943099975586,28.945100784302,Finland,Savonlinna
456,\N,Selanpaa Airport,61.062400817871094,26.798900604248047,Finland,Selanpaa
457,SOT,Sodankyla Airport,67.3949966431,26.6191005707,Finland,Sodankyla
458,TMP,Tampere-Pirkkala Airport,61.414100646973,23.604400634766,Finland,Tampere
459,\N,Teisko Airport,61.7733,24.027,Finland,Teisko
460,TKU,Turku Airport,60.514099121094,22.262800216675,Finland,Turku
461,UTI,Utti Air Base,60.89640045166,26.938400268555,Finland,Utti
462,VAA,Vaasa Airport,63.050701141357,21.762199401855,Finland,Vaasa
463,VRK,Varkaus Airport,62.171100616455,27.868600845337,Finland,Varkaus
464,YLI,Ylivieska Airfield,64.0547222,24.7252778,Finland,Ylivieska-raudaskyla
465,BFS,Belfast International Airport,54.6575012207,-6.2158298492399995,United Kingdom,Belfast
466,ENK,St Angelo Airport,54.39889907836914,-7.651669979095459,United Kingdom,Enniskillen
467,BHD,George Best Belfast City Airport,54.618099212646484,-5.872499942779541,United Kingdom,Belfast
468,LDY,City of Derry Airport,55.04280090332031,-7.161109924316406,United Kingdom,Londonderry
469,BHX,Birmingham International Airport,52.453899383499994,-1.74802994728,United Kingdom,Birmingham
470,CVT,Coventry Airport,52.3697013855,-1.4797199964499999,United Kingdom,Coventry
471,\N,Leicester Airport,52.6077995300293,-1.03193998336792,United Kingdom,Leicester
472,GLO,Gloucestershire Airport,51.89419937133789,-2.167220115661621,United Kingdom,Golouchestershire
474,\N,Wolverhampton Halfpenny Green Airport,52.51750183105469,-2.2594399452209473,United Kingdom,Halfpenny Green
475,GBA,Cotswold Airport,51.668095,-2.05694,United Kingdom,Pailton
476,\N,Turweston Airport,52.0407981873,-1.09555995464,United Kingdom,Turweston
477,\N,Wellesbourne Mountford Airport,52.19219970703125,-1.6144399642944336,United Kingdom,Wellesbourne
478,MAN,Manchester Airport,53.35369873046875,-2.2749500274658203,United Kingdom,Manchester
479,\N,Manchester Woodford Airport,53.3381,-2.14889,United Kingdom,Woodfort
480,\N,Royal Marines Base Chivenor Airport,51.08720016479492,-4.1503400802612305,United Kingdom,Chivenor
481,NQY,Newquay Cornwall Airport,50.44060134887695,-4.995409965515137,United Kingdom,Newquai
482,LYE,RAF Lyneham,51.5051,-1.99343,United Kingdom,Lyneham
483,\N,MoD Boscombe Down Airport,51.152198791503906,-1.7474100589752197,United Kingdom,Boscombe Down
484,\N,RNAS Culdrose,50.08610153198242,-5.255710124969482,United Kingdom,Culdrose
485,\N,MoD St. Athan,51.4048,-3.43575,United Kingdom,St. Athan
486,YEO,RNAS Yeovilton,51.0093994140625,-2.638819932937622,United Kingdom,Yeovilton
487,HAW,Haverfordwest Airport,51.833099365234375,-4.9611101150512695,United Kingdom,Haverfordwest
488,CWL,Cardiff International Airport,51.39670181274414,-3.343329906463623,United Kingdom,Cardiff
489,SWS,Swansea Airport,51.60530090332031,-4.0678300857543945,United Kingdom,Swansea
490,BRS,Bristol Airport,51.382702,-2.71909,United Kingdom,Bristol
491,LPL,Liverpool John Lennon Airport,53.33359909057617,-2.849720001220703,United Kingdom,Liverpool
492,LTN,London Luton Airport,51.874698638916016,-0.36833301186561584,United Kingdom,London
493,PLH,Plymouth City Airport,50.422798,-4.10583,United Kingdom,Plymouth
494,BOH,Bournemouth Airport,50.779998779296875,-1.8424999713897705,United Kingdom,Bournemouth
495,SOU,Southampton Airport,50.95029830932617,-1.3567999601364136,United Kingdom,Southampton
496,QLA,Lasham Airport,51.187198638916016,-1.0334999561309814,United Kingdom,Lasham
497,ACI,Alderney Airport,49.706104,-2.21472,Guernsey,Alderney
498,GCI,Guernsey Airport,49.435001373291016,-2.6019699573516846,Guernsey,Guernsey
499,JER,Jersey Airport,49.20790100097656,-2.195509910583496,Jersey,Jersey
500,ESH,Shoreham Airport,50.835602,-0.297222,United Kingdom,Shoreham By Sea
501,BQH,London Biggin Hill Airport,51.33079910279999,0.0324999988079,United Kingdom,Biggin Hill
502,LGW,London Gatwick Airport,51.148102,-0.190278,United Kingdom,London
503,LCY,London City Airport,51.505299,0.055278,United Kingdom,London
504,FAB,Farnborough Airport,51.2757987976,-0.776332974434,United Kingdom,Farnborough
505,\N,Chalgrove Airport,51.67610168457031,-1.0808299779891968,United Kingdom,Chalsgrove
506,BBS,Blackbushe Airport,51.32389831542969,-0.8475000262260437,United Kingdom,Blackbushe
507,LHR,London Heathrow Airport,51.4706,-0.461941,United Kingdom,London
508,SEN,Southend Airport,51.5713996887207,0.6955559849739075,United Kingdom,Southend
509,LYX,Lydd Airport,50.95610046386719,0.9391670227050781,United Kingdom,Lydd
510,MSE,Kent International Airport,51.342201,1.34611,United Kingdom,Manston
511,\N,Brough Airport,53.7197,-0.566333,United Kingdom,Brough
512,CAX,Carlisle Airport,54.9375,-2.8091700077056885,United Kingdom,Carlisle
513,\N,Retford Gamston Airport,53.280601501464844,-0.9513890147209167,United Kingdom,Repton
514,BLK,Blackpool International Airport,53.77170181274414,-3.0286099910736084,United Kingdom,Blackpool
515,HUY,Humberside Airport,53.57440185546875,-0.350832998752594,United Kingdom,Humberside
516,BWF,Barrow Walney Island Airport,54.1286111,-3.2675,United Kingdom,Barrow Island
517,LBA,Leeds Bradford Airport,53.86589813232422,-1.6605700254440308,United Kingdom,Leeds
518,WRT,Warton Airport,53.745098,-2.88306,United Kingdom,Warton
519,CEG,Hawarden Airport,53.1781005859375,-2.9777801036834717,United Kingdom,Hawarden
520,IOM,Isle of Man Airport,54.08330154418945,-4.623889923095703,Isle of Man,Isle Of Man
521,NCL,Newcastle Airport,55.037498474121094,-1.6916699409484863,United Kingdom,Newcastle
522,MME,Durham Tees Valley Airport,54.50920104980469,-1.4294099807739258,United Kingdom,Teesside
523,EMA,East Midlands Airport,52.8311004639,-1.32806003094,United Kingdom,East Midlands
524,\N,Llanbedr Airport,52.811698913574,-4.1235799789429,United Kingdom,Llanbedr
525,\N,RAF Ternhill,52.87120056152344,-2.533560037612915,United Kingdom,Ternhill
526,\N,RAF Shawbury,52.79819869995117,-2.6680400371551514,United Kingdom,Shawbury
528,\N,RAF Woodvale,53.5816,-3.05552,United Kingdom,Woodvale
529,KOI,Kirkwall Airport,58.957801818847656,-2.9049999713897705,United Kingdom,Kirkwall
530,LSI,Sumburgh Airport,59.87889862060547,-1.2955600023269653,United Kingdom,Sumburgh
531,WIC,Wick Airport,58.458900451660156,-3.09306001663208,United Kingdom,Wick
532,ABZ,Aberdeen Dyce Airport,57.201900482177734,-2.197779893875122,United Kingdom,Aberdeen
533,INV,Inverness Airport,57.54249954223633,-4.047500133514404,United Kingdom,Inverness
534,GLA,Glasgow International Airport,55.8718986511,-4.43306016922,United Kingdom,Glasgow
535,EDI,Edinburgh Airport,55.95000076293945,-3.372499942779541,United Kingdom,Edinburgh
536,ILY,Islay Airport,55.68190002441406,-6.256669998168945,United Kingdom,Islay
537,PIK,Glasgow Prestwick Airport,55.5093994140625,-4.586669921875,United Kingdom,Prestwick
538,BEB,Benbecula Airport,57.48109817504883,-7.3627800941467285,United Kingdom,Benbecula
539,SCS,Scatsta Airport,60.43280029296875,-1.2961100339889526,United Kingdom,Scatsta
540,DND,Dundee Airport,56.45249938964844,-3.025830030441284,United Kingdom,Dundee
541,SYY,Stornoway Airport,58.215599060058594,-6.331110000610352,United Kingdom,Stornoway
542,TRE,Tiree Airport,56.49919891357422,-6.869170188903809,United Kingdom,Tiree
543,ADX,RAF Leuchars,56.37289810180664,-2.8684399127960205,United Kingdom,Leuchars
544,LMO,RAF Lossiemouth,57.7052001953125,-3.339169979095459,United Kingdom,Lossiemouth
545,CBG,Cambridge Airport,52.205002,0.175,United Kingdom,Cambridge
546,\N,Peterborough Business Airport,52.468101501464844,-0.2511110007762909,United Kingdom,Peterborough
547,NWI,Norwich International Airport,52.6758003235,1.28278005123,United Kingdom,Norwich
548,STN,London Stansted Airport,51.8849983215,0.234999999404,United Kingdom,London
549,\N,North Weald Airport,51.721698761,0.154166996479,United Kingdom,North Weald
550,\N,Sheffield City Heliport,53.394299,-1.38849,United Kingdom,Fowlmere
551,\N,Cranfield Airport,52.0722007751,-0.616666972637,United Kingdom,Cranfield
552,EXT,Exeter International Airport,50.73440170288086,-3.4138898849487305,United Kingdom,Exeter
553,FZO,Bristol Filton Airport,51.5194015503,-2.59083008766,United Kingdom,Bristol
554,OXF,Oxford (Kidlington) Airport,51.8368988037,-1.32000005245,United Kingdom,Oxford
555,BEX,RAF Benson,51.616401672399995,-1.09582996368,United Kingdom,Benson
556,LKZ,RAF Lakenheath,52.409301757799994,0.56099998951,United Kingdom,Lakenheath
557,MHZ,RAF Mildenhall,52.361900329589844,0.48640599846839905,United Kingdom,Mildenhall
558,\N,RAF Wattisham,52.1273002625,0.956264019012,United Kingdom,Wattisham
559,QUY,RAF Wyton,52.3572006226,-0.107832998037,United Kingdom,Wyton
560,FFD,RAF Fairford,51.6822013855,-1.7900300025900002,United Kingdom,Fairford
561,BZZ,RAF Brize Norton,51.75,-1.58362,United Kingdom,Brize Norton
562,ODH,RAF Odiham,51.2341003418,-0.94282501936,United Kingdom,Odiham
563,\N,DCAE Cosford Air Base,52.639999,-2.30558,United Kingdom,Cosford
564,NHT,RAF Northolt,51.553001403799996,-0.418166995049,United Kingdom,Northolt
565,QCY,RAF Coningsby,53.0929985046,-0.166014000773,United Kingdom,Coningsby
566,\N,RAF Dishforth,54.1371994019,-1.42025005817,United Kingdom,Dishforth
567,\N,Leeming Airport,54.2924,-1.5354,United Kingdom,Leeming
568,\N,Leeds East Airport,53.834301,-1.1955,United Kingdom,Church Fenton
569,BEQ,RAF Honington,52.34260177612305,0.7729390263557434,United Kingdom,Honington
570,\N,RAF Cottesmore,52.735699,-0.648769,United Kingdom,Cottesmore
571,SQZ,RAF Scampton,53.307800293,-0.550832986832,United Kingdom,Scampton
572,\N,RAF Wittering,52.612598,-0.476453,United Kingdom,Wittering
573,HRT,RAF Linton-On-Ouse,54.0489006042,-1.2527500391,United Kingdom,Linton-on-ouse
574,WTN,RAF Waddington,53.1661987305,-0.523810982704,United Kingdom,Waddington
575,\N,RAF Topcliffe,54.205501556399994,-1.3820899725,United Kingdom,Topcliffe
576,\N,RAF Cranwell,53.0303001404,-0.48324200511,United Kingdom,Cranwell
577,\N,RAF Barkston Heath,52.962200164799995,-0.561625003815,United Kingdom,Barkston Heath
578,KNF,RAF Marham,52.648395,0.550692,United Kingdom,Marham
579,MPN,Mount Pleasant Airport,-51.82279968261719,-58.447200775146484,Falkland Islands,Mount Pleasant
580,AMS,Amsterdam Airport Schiphol,52.308601,4.76389,Netherlands,Amsterdam
581,\N,Budel Airfield Kempen,51.255299,5.60139,Netherlands,Weert
582,MST,Maastricht Aachen Airport,50.911701,5.77014,Netherlands,Maastricht
583,\N,Deelen Air Base,52.0606,5.87306,Netherlands,Deelen
584,\N,Drachten Airport,53.1192016602,6.12972021103,Netherlands,Drachten
585,EIN,Eindhoven Airport,51.4500999451,5.37452983856,Netherlands,Eindhoven
586,GRQ,Eelde Airport,53.1197013855,6.57944011688,Netherlands,Groningen
587,GLZ,Gilze Rijen Air Base,51.56740188598633,4.931829929351807,Netherlands,Gilze-rijen
588,DHR,De Kooy Airport,52.92340087890625,4.780620098114014,Netherlands,De Kooy
589,LEY,Lelystad Airport,52.4603,5.52722,Netherlands,Lelystad
590,LWR,Leeuwarden Air Base,53.228599548339844,5.760560035705566,Netherlands,Leeuwarden
591,RTM,Rotterdam The Hague Airport,51.956902,4.43722,Netherlands,Rotterdam
592,UTC,Soesterberg Air Base,52.1273002625,5.27618980408,Netherlands,Soesterberg
593,ENS,Twente Airport,52.275833,6.889167,Netherlands,Enschede
594,LID,Valkenburg Naval Air Base,52.166099548300004,4.41794013977,Netherlands,Valkenburg
595,WOE,Woensdrecht Air Base,51.4491,4.34203,Netherlands,Woensdrecht
596,ORK,Cork Airport,51.84130096435547,-8.491109848022461,Ireland,Cork
597,GWY,Galway Airport,53.300201416015625,-8.941590309143066,Ireland,Galway
599,DUB,Dublin Airport,53.421299,-6.27007,Ireland,Dublin
600,NOC,Ireland West Knock Airport,53.910301208496094,-8.818490028381348,Ireland,Connaught
601,KIR,Kerry Airport,52.18090057373047,-9.52377986907959,Ireland,Kerry
602,\N,Casement Air Base,53.301700592,-6.451330184940001,Ireland,Casement
603,SNN,Shannon Airport,52.702,-8.92482,Ireland,Shannon
604,SXL,Sligo Airport,54.280200958252,-8.5992097854614,Ireland,Sligo
605,WAT,Waterford Airport,52.187198638916016,-7.0869598388671875,Ireland,Waterford
607,AAR,Aarhus Airport,56.2999992371,10.619000434899998,Denmark,Aarhus
608,BLL,Billund Airport,55.7402992249,9.15178012848,Denmark,Billund
609,CPH,Copenhagen Kastrup Airport,55.617900848389,12.656000137329,Denmark,Copenhagen
610,EBJ,Esbjerg Airport,55.525902,8.5534,Denmark,Esbjerg
611,\N,Grønholt Hillerød Airport,55.94139862060547,12.382200241088867,Denmark,Gronholt
612,KRP,Karup Airport,56.29750061035156,9.124629974365234,Denmark,Karup
613,BYR,Læsø Airport,57.277198791503906,11.000100135803223,Denmark,Laeso
614,MRW,Lolland Falster Maribo Airport,54.699299,11.4401,Denmark,Maribo
615,ODE,Odense Airport,55.47669982910156,10.330900192260742,Denmark,Odense
616,\N,Kruså-Padborg Airport,54.87030029296875,9.279009819030762,Denmark,Krusa-padborg
617,RKE,Copenhagen Roskilde Airport,55.585601806640625,12.131400108337402,Denmark,Copenhagen
618,RNN,Bornholm Airport,55.06330108642578,14.759599685668945,Denmark,Ronne
619,SGD,Sønderborg Airport,54.96440124511719,9.791729927062988,Denmark,Soenderborg
621,SKS,Skrydstrup Air Base,55.221048,9.26702,Denmark,Skrydstrup
622,SQW,Skive Airport,56.550201416015625,9.172980308532715,Denmark,Skive
623,TED,Thisted Airport,57.06880187988281,8.705220222473145,Denmark,Thisted
624,\N,Kolding Vamdrup Airfield,55.436298,9.33092,Denmark,Kolding
625,FAE,Vagar Airport,62.0635986328125,-7.277219772338867,Faroe Islands,Vagar
626,\N,Vesthimmerlands Flyveplads,56.846901,9.45861,Denmark,Vesthimmerland
627,STA,Stauning Airport,55.9901008605957,8.353910446166992,Denmark,Stauning
628,AAL,Aalborg Airport,57.0927589138,9.84924316406,Denmark,Aalborg
629,LUX,Luxembourg-Findel International Airport,49.6233333,6.2044444,Luxembourg,Luxemburg
630,AES,Ålesund Airport,62.5625,6.119699954986572,Norway,Alesund
631,ANX,Andøya Airport,69.292503356934,16.144199371338,Norway,Andoya
632,ALF,Alta Airport,69.976097106934,23.371700286865,Norway,Alta
633,\N,Bømoen Airport,60.63890075683594,6.501500129699707,Norway,Voss
634,BNN,Brønnøysund Airport,65.461097717285,12.217499732971,Norway,Bronnoysund
635,BOO,Bodø Airport,67.26920318603516,14.365300178527832,Norway,Bodo
636,BGO,Bergen Airport Flesland,60.29339981,5.218140125,Norway,Bergen
637,BJF,Båtsfjord Airport,70.60050201416,29.691400527954,Norway,Batsfjord
638,KRS,Kristiansand Airport,58.204201,8.08537,Norway,Kristiansand
639,DLD,Geilo Airport Dagali,60.417301177978516,8.518349647521973,Norway,Geilo
640,BDU,Bardufoss Airport,69.055801391602,18.540399551392,Norway,Bardufoss
641,EVE,Harstad/Narvik Airport, Evenes,68.491302490234,16.678100585938,Norway,Harstad/Narvik
642,VDB,Leirin Airport,61.015598297119,9.2880601882935,Norway,Fagernes
643,FRO,Florø Airport,61.583599090576,5.0247201919556,Norway,Floro
644,OSL,Oslo Lufthavn,60.121,11.0502,Norway,Oslo
645,HAU,Haugesund Airport,59.34529876709,5.2083601951599,Norway,Haugesund
646,HAA,Hasvik Airport,70.486701965332,22.139699935913,Norway,Hasvik
647,KSU,Kristiansund Airport (Kvernberget),63.111801147461,7.824520111084,Norway,Kristiansund
648,\N,Kjeller Airport,59.9692993164,11.036100387600001,Norway,Kjeller
649,KKN,Kirkenes Airport (Høybuktmoen),69.725799560547,29.891300201416,Norway,Kirkenes
650,FAN,Lista Airport,58.0994987487793,6.626049995422363,Norway,Farsund
651,MOL,Molde Airport,62.744701385498,7.2624998092651,Norway,Molde
652,MJF,Mosjøen Airport (Kjærstad),65.783996582031,13.214900016785,Norway,Mosjoen
653,LKL,Banak Airport,70.068801879883,24.973499298096,Norway,Lakselv
654,NTB,Notodden Airport,59.565701,9.21222,Norway,Notodden
655,OLA,Ørland Airport,63.69889831542969,9.604000091552734,Norway,Orland
656,RRS,Røros Airport,62.578399658203,11.342300415039,Norway,Roros
657,RYG,Moss Airport, Rygge,59.378817,10.785439,Norway,Rygge
658,LYR,Svalbard Airport, Longyear,78.246101379395,15.465600013733,Norway,Svalbard
659,SKE,Skien Airport,59.185001373291016,9.566940307617188,Norway,Skien
660,SRP,Stord Airport,59.791900634765625,5.340849876403809,Norway,Stord
